CancerTypes,cg00251716,cg01368075,cg02772121,cg04105511,cg04337594,cg06132620,cg06372779,cg06823060,cg06911354,cg07592254,cg08523456,cg10419849,cg10743291,cg11600734,cg14398860,cg14418633,cg15002250,cg15958289,cg18368125,cg18631798,cg19817912,cg20404260,cg20639396,cg24402880,cg24650915,cg25282976,cg25745246,cg26297005,cg26835683,cg27592331,sample_type
lung squamous cell carcinoma,0.911758,0.891469,0.161615,0.885313,0.905388,0.630484,0.931725,0.33305,0.928161,0.644667,0.927647,0.692216,0.604053,0.880673,0.969216,0.970874,0.859306,0.61169,0.930755,0.821873,0.834956,0.826112,0.0881063,0.170921,0.194192,0.840882,0.800417,0.850563,0.891501,0.930849,Primary Tumor
lung squamous cell carcinoma,0.892682,0.915832,0.364477,0.566228,0.88854,0.608906,0.908838,0.467155,0.759712,0.843168,0.936423,0.819975,0.555263,0.167683,0.978315,0.976368,0.704231,0.0632939,0.842771,0.52018,0.485129,0.751056,0.149664,0.270323,0.725118,0.413589,0.879557,0.664457,0.861232,0.572428,Primary Tumor
lung squamous cell carcinoma,0.368985,0.87039,0.181971,0.71204,0.854403,0.699833,0.861004,0.875594,0.521246,0.791452,0.802934,0.817944,0.683245,0.782748,0.926057,0.872889,0.873386,0.168073,0.918575,0.722725,0.318562,0.854358,0.239372,0.274975,0.741787,0.812319,0.71101,0.529478,0.635012,0.108661,Primary Tumor
lung squamous cell carcinoma,0.670923,0.854384,0.266268,0.637384,0.868771,0.295597,0.883106,0.643768,0.56193,0.548061,0.920508,0.66761,0.900704,0.351951,0.963279,0.927212,0.896048,0.230408,0.858496,0.382698,0.761084,0.556638,0.202166,0.3418,0.469421,0.74443,0.879308,0.733372,0.853443,0.076806,Primary Tumor
lung squamous cell carcinoma,0.703852,0.819891,0.290233,0.727431,0.880822,0.524337,0.922339,0.400745,0.915274,0.888643,0.818543,0.818481,0.383118,0.698045,0.980879,0.728217,0.388927,0.0706573,0.905954,0.543091,0.687219,0.636105,0.284741,0.302405,0.436391,0.888945,0.887471,0.707543,0.696674,0.747147,Primary Tumor
lung squamous cell carcinoma,0.894619,0.918561,0.146512,0.810906,0.819646,0.176367,0.863697,0.732482,0.851728,0.402984,0.911268,0.918421,0.920962,0.221583,0.967184,0.842339,0.371733,0.0970902,0.901529,0.198912,0.70727,0.695978,0.16236,0.296899,0.563933,0.921032,0.899046,0.649312,0.874752,0.883441,Primary Tumor
lung squamous cell carcinoma,0.914979,0.883903,0.224909,0.335502,0.942549,0.612969,0.934656,0.729367,0.616871,0.938288,0.951568,0.924887,0.934914,0.770321,0.97496,0.962435,0.910965,0.681987,0.597658,0.353217,0.815536,0.746835,0.444288,0.225347,0.824133,0.137024,0.888782,0.832985,0.941495,0.448198,Primary Tumor
lung squamous cell carcinoma,0.879514,0.893008,0.373249,0.237469,0.813064,0.630752,0.858643,0.512831,0.303496,0.378081,0.909847,0.721398,0.674028,0.318484,0.909114,0.948806,0.555061,0.236715,0.773329,0.729492,0.413839,0.6936,0.56613,0.264398,0.598488,0.354735,0.593883,0.590376,0.753166,0.144445,Primary Tumor
lung squamous cell carcinoma,0.874484,0.860659,0.43897,0.367252,0.875521,0.301372,0.862953,0.646881,0.514659,0.854036,0.907579,0.885604,0.918911,0.473868,0.975204,0.954497,0.633443,0.285789,0.873818,0.71454,0.721749,0.41253,0.370186,0.233781,0.749578,0.591943,0.83448,0.737689,0.826362,0.480635,Primary Tumor
lung squamous cell carcinoma,0.270071,0.891651,0.0571376,0.842399,0.898548,0.189323,0.86511,0.31198,0.924378,0.917576,0.903207,0.88238,0.220757,0.0611714,0.950563,0.976926,0.658236,0.0431099,0.851785,0.605442,0.2449,0.779961,0.212693,0.0503269,0.786941,0.864616,0.752814,0.624899,0.748711,0.887135,Primary Tumor
lung squamous cell carcinoma,0.936432,0.886107,0.108639,0.796866,0.933667,0.340952,0.910002,0.378279,0.849129,0.924244,0.926558,0.905785,0.432819,0.880785,0.973727,0.982689,0.630898,0.193006,0.893275,0.918088,0.802508,0.711799,0.181569,0.213735,0.374791,0.922858,0.88908,0.822511,0.909073,0.905277,Primary Tumor
lung squamous cell carcinoma,0.941337,0.844694,0.573482,0.463672,0.931205,0.355196,0.923163,0.628896,0.240965,0.900564,0.926074,0.92227,0.921574,0.419093,0.973462,0.975681,0.911978,0.436744,0.943692,0.819668,0.699915,0.467352,0.517206,0.471265,0.788014,0.347868,0.929994,0.798669,0.932797,0.239695,Primary Tumor
lung squamous cell carcinoma,0.882352,0.924081,0.483996,0.442686,0.821792,0.617813,0.860466,0.574752,0.685943,0.502599,0.936186,0.742728,0.807836,0.288749,0.972669,0.801371,0.884485,0.145319,0.87489,0.475325,0.610884,0.747073,0.277324,0.401875,0.594804,0.623716,0.694776,0.592357,0.681293,0.233082,Primary Tumor
lung squamous cell carcinoma,0.947272,0.93112,0.0874956,0.894373,0.938988,0.743554,0.934366,0.278453,0.890876,0.933144,0.941963,0.936262,0.351747,0.832055,0.966028,0.889054,0.655087,0.141354,0.881971,0.826802,0.869059,0.891049,0.246171,0.132983,0.824578,0.935647,0.935178,0.883335,0.93317,0.922852,Primary Tumor
lung squamous cell carcinoma,0.701822,0.821329,0.111293,0.32672,0.882859,0.179199,0.909605,0.399925,0.842634,0.381381,0.827517,0.554374,0.417798,0.780373,0.794116,0.860757,0.377901,0.108255,0.923085,0.630114,0.710102,0.694624,0.135103,0.159569,0.32406,0.745461,0.606413,0.76248,0.85213,0.832505,Primary Tumor
lung squamous cell carcinoma,0.832512,0.901706,0.196464,0.57847,0.821578,0.657418,0.92085,0.680632,0.547696,0.474179,0.890481,0.913359,0.900233,0.395284,0.973095,0.897686,0.824996,0.245885,0.860743,0.696084,0.675019,0.693522,0.278115,0.207322,0.780007,0.696525,0.872035,0.700617,0.872421,0.777611,Primary Tumor
lung squamous cell carcinoma,0.751898,0.806088,0.677065,0.309936,0.785368,0.445529,0.87425,0.644101,0.331803,0.842297,0.917196,0.850494,0.894086,0.572221,0.972669,0.889879,0.873291,0.406903,0.715012,0.650157,0.525829,0.549379,0.369285,0.39934,0.628063,0.473569,0.898351,0.555779,0.818256,0.10565,Primary Tumor
lung squamous cell carcinoma,0.841868,0.886993,0.306906,0.610515,0.784071,0.215145,0.89279,0.444895,0.662378,0.91608,0.92457,0.812351,0.759006,0.722293,0.973242,0.941037,0.633998,0.358962,0.762289,0.814507,0.671845,0.537546,0.140074,0.207882,0.414806,0.66991,0.827037,0.720732,0.84374,0.659597,Primary Tumor
lung squamous cell carcinoma,0.894151,0.889333,0.391704,0.51543,0.839758,0.618235,0.96558,0.338467,0.834637,0.914853,0.937651,0.927985,0.899305,0.727718,0.981748,0.97872,0.716208,0.193782,0.857901,0.258962,0.7569,0.393658,0.0982717,0.232877,0.69305,0.56936,0.932611,0.742853,0.900004,0.656095,Primary Tumor
lung squamous cell carcinoma,0.875092,0.924907,0.131856,0.842154,0.892112,0.46357,0.925155,0.267405,0.9033,0.942218,0.931053,0.896301,0.384099,0.607656,0.973129,0.977726,0.393309,0.20739,0.873171,0.856344,0.832717,0.565381,0.0990817,0.0966437,0.309897,0.833548,0.914067,0.824217,0.858224,0.430929,Primary Tumor
lung squamous cell carcinoma,0.883851,0.873491,0.139535,0.435213,0.860245,0.639787,0.872389,0.614831,0.76386,0.919703,0.908227,0.828015,0.888017,0.580814,0.955068,0.971093,0.341477,0.143615,0.905541,0.204749,0.662232,0.53809,0.294329,0.213117,0.618337,0.635737,0.917775,0.667093,0.706151,0.669095,Primary Tumor
lung squamous cell carcinoma,0.816729,0.763264,0.351415,0.596792,0.79408,0.608296,0.70713,0.572732,0.574066,0.569664,0.918914,0.915186,0.886031,0.639895,0.979322,0.834051,0.910933,0.32573,0.832305,0.359286,0.722822,0.538609,0.26079,0.238201,0.68486,0.779788,0.834681,0.759332,0.869191,0.710886,Primary Tumor
lung squamous cell carcinoma,0.897392,0.8504,0.488087,0.480045,0.870588,0.449289,0.911777,0.519566,0.55185,0.569624,0.914182,0.807546,0.793591,0.673449,0.978359,0.978016,0.827643,0.293425,0.832195,0.699608,0.624195,0.594648,0.161225,0.240568,0.71002,0.488186,0.910288,0.578682,0.80809,0.537401,Primary Tumor
lung squamous cell carcinoma,0.658574,0.788001,0.327376,0.144369,0.689858,0.477447,0.766442,0.615831,0.489565,0.538914,0.857732,0.727947,0.894974,0.610501,0.953199,0.863795,0.847427,0.506903,0.705489,0.642269,0.611386,0.666311,0.235847,0.321019,0.589263,0.517502,0.767584,0.680867,0.789131,0.396016,Primary Tumor
lung squamous cell carcinoma,0.790365,0.811271,0.279964,0.44574,0.482965,0.755663,0.81961,0.816846,0.675165,0.451923,0.920864,0.897263,0.831743,0.527319,0.807816,0.935777,0.65937,0.2792,0.75723,0.314426,0.628823,0.512404,0.330671,0.173131,0.485478,0.443228,0.631828,0.666883,0.786854,0.100979,Primary Tumor
lung squamous cell carcinoma,0.921437,0.897813,0.349714,0.407318,0.92403,0.506555,0.916093,0.609312,0.569951,0.90883,0.945699,0.910412,0.899513,0.110586,0.974758,0.979017,0.908806,0.0949346,0.763819,0.884128,0.646362,0.532562,0.363907,0.126515,0.582138,0.457608,0.898625,0.52863,0.902776,0.555277,Primary Tumor
lung squamous cell carcinoma,0.617224,0.899193,0.231467,0.539136,0.896342,0.165937,0.897965,0.434226,0.799153,0.814725,0.914377,0.398023,0.640672,0.454813,0.971599,0.952589,0.749951,0.0796204,0.915717,0.39024,0.718548,0.267988,0.116863,0.173551,0.403111,0.177446,0.793699,0.703913,0.875891,0.802656,Primary Tumor
lung squamous cell carcinoma,0.508317,0.940998,0.0554622,0.566723,0.632462,0.281253,0.525384,0.901172,0.916837,0.941065,0.901708,0.495226,0.937062,0.778518,0.974559,0.967178,0.953791,0.86416,0.947583,0.928689,0.45538,0.90114,0.168361,0.134158,0.832831,0.972751,0.897156,0.453659,0.909175,0.776722,Primary Tumor
lung squamous cell carcinoma,0.521774,0.697724,0.0789,0.796973,0.862667,0.169724,0.92092,0.610067,0.888792,0.796798,0.926056,0.787286,0.686732,0.861441,0.974692,0.981903,0.760017,0.0957715,0.81539,0.296011,0.834488,0.565259,0.133972,0.0787119,0.269512,0.888289,0.780147,0.820249,0.888638,0.721966,Primary Tumor
lung squamous cell carcinoma,0.889764,0.875532,0.17431,0.603065,0.829667,0.257181,0.880583,0.534849,0.666021,0.899092,0.847889,0.824915,0.717408,0.534123,0.966879,0.927258,0.427988,0.210267,0.923622,0.253573,0.726264,0.403343,0.288688,0.26178,0.467343,0.619685,0.840166,0.758824,0.758731,0.553248,Primary Tumor
lung squamous cell carcinoma,0.816004,0.868644,0.225657,0.627895,0.845557,0.411336,0.841241,0.566849,0.770104,0.88192,0.894186,0.646526,0.862261,0.20794,0.960032,0.946452,0.671601,0.575363,0.452988,0.462575,0.637598,0.638663,0.320489,0.71961,0.347692,0.519729,0.890121,0.598735,0.829897,0.179603,Primary Tumor
lung squamous cell carcinoma,0.913286,0.875792,0.240047,0.293306,0.901356,0.555186,0.9297,0.424931,0.652172,0.788937,0.883152,0.914877,0.716531,0.42379,0.945534,0.696676,0.506569,0.0735924,0.935475,0.3667,0.77527,0.769963,0.192473,0.278901,0.414358,0.827097,0.921662,0.816817,0.85578,0.841305,Primary Tumor
lung squamous cell carcinoma,0.562548,0.853882,0.203828,0.683343,0.672622,0.694365,0.851547,0.42337,0.935293,0.895454,0.883593,0.606478,0.797017,0.707349,0.973764,0.90825,0.316803,0.761593,0.919271,0.601074,0.845105,0.772498,0.202034,0.744246,0.386187,0.888558,0.891092,0.87147,0.855531,0.936444,Primary Tumor
lung squamous cell carcinoma,0.629716,0.791918,0.31327,0.483906,0.901694,0.360786,0.795066,0.812637,0.431899,0.930405,0.910802,0.910177,0.922498,0.60906,0.975946,0.965244,0.675031,0.396022,0.858734,0.873287,0.765434,0.451757,0.779954,0.297463,0.756054,0.739543,0.879015,0.806682,0.884901,0.74691,Primary Tumor
lung squamous cell carcinoma,0.879415,0.898266,0.241477,0.699339,0.899358,0.406173,0.869508,0.481428,0.757917,0.934759,0.917455,0.579275,0.57876,0.839626,0.945393,0.908302,0.530417,0.239455,0.940341,0.675237,0.754593,0.501998,0.321305,0.263983,0.503904,0.822508,0.90543,0.730276,0.792752,0.510043,Primary Tumor
lung squamous cell carcinoma,0.593648,0.858715,0.254274,0.297923,0.841502,0.473793,0.839855,0.571111,0.807084,0.904124,0.873147,0.803246,0.801432,0.8419,0.950463,0.979235,0.654853,0.395913,0.848542,0.49209,0.75001,0.418117,0.272025,0.273073,0.468516,0.712798,0.855526,0.772061,0.885465,0.667576,Primary Tumor
lung squamous cell carcinoma,0.44512,0.914316,0.127706,0.750137,0.883918,0.391736,0.910632,0.450502,0.876119,0.843938,0.848229,0.857438,0.822194,0.409215,0.978163,0.971121,0.438766,0.112044,0.894205,0.196636,0.851813,0.297512,0.111012,0.134003,0.453217,0.58738,0.848416,0.861888,0.814751,0.859161,Primary Tumor
lung squamous cell carcinoma,0.835868,0.873366,0.338037,0.557951,0.860592,0.558597,0.903993,0.663571,0.705703,0.869543,0.924839,0.871172,0.701219,0.64387,0.974653,0.843989,0.628678,0.297717,0.936624,0.691688,0.766405,0.650345,0.585298,0.264825,0.719641,0.803057,0.834584,0.764874,0.852446,0.39331,Primary Tumor
lung squamous cell carcinoma,0.941808,0.912434,0.171949,0.705281,0.921278,0.548094,0.919547,0.559336,0.71194,0.943308,0.921119,0.941703,0.905259,0.0962913,0.966133,0.940755,0.780836,0.0747436,0.923894,0.502184,0.948188,0.75405,0.61214,0.143487,0.83951,0.632648,0.924817,0.897033,0.939906,0.776009,Primary Tumor
lung squamous cell carcinoma,0.88422,0.809437,0.60832,0.53108,0.916808,0.488461,0.871437,0.481162,0.53061,0.916316,0.90986,0.834012,0.851609,0.157145,0.965577,0.965036,0.679128,0.18507,0.935209,0.841028,0.758368,0.43619,0.315373,0.208633,0.765926,0.857105,0.924775,0.780528,0.874367,0.153431,Primary Tumor
lung squamous cell carcinoma,0.924702,0.766684,0.459951,0.567286,0.752221,0.651078,0.936498,0.446779,0.801928,0.802547,0.936596,0.733765,0.820056,0.213529,0.980596,0.949482,0.775023,0.359002,0.574932,0.563928,0.557553,0.572747,0.185464,0.315416,0.532752,0.815308,0.846579,0.374819,0.650291,0.445733,Primary Tumor
lung squamous cell carcinoma,0.924275,0.863022,0.112582,0.560206,0.808158,0.672481,0.934534,0.841296,0.581022,0.942568,0.918703,0.932215,0.911163,0.344338,0.982094,0.950487,0.923172,0.672198,0.905089,0.905324,0.562532,0.768255,0.424872,0.648766,0.44929,0.237278,0.855847,0.498114,0.909666,0.506576,Primary Tumor
lung squamous cell carcinoma,0.72578,0.849596,0.106757,0.8426,0.916477,0.25887,0.951481,0.740467,0.849487,0.959983,0.88601,0.533203,0.497111,0.916506,0.975239,0.973667,0.335439,0.68623,0.903964,0.907652,0.842609,0.482815,0.0708806,0.0977685,0.362701,0.867831,0.93046,0.867892,0.804698,0.895981,Primary Tumor
lung squamous cell carcinoma,0.879045,0.882368,0.273555,0.735953,0.839397,0.588006,0.915842,0.366558,0.763929,0.775693,0.915768,0.77466,0.727573,0.597566,0.97849,0.96613,0.585967,0.179505,0.835719,0.88145,0.794784,0.570563,0.0895597,0.148444,0.425672,0.421467,0.841059,0.792436,0.83786,0.831716,Primary Tumor
lung squamous cell carcinoma,0.756764,0.916993,0.275047,0.257364,0.764354,0.240993,0.894307,0.508114,0.76736,0.626088,0.908246,0.862704,0.670918,0.562974,0.9766,0.962294,0.689218,0.269484,0.827272,0.651324,0.765033,0.404146,0.349839,0.128404,0.431874,0.481548,0.825009,0.708776,0.839691,0.731623,Primary Tumor
lung squamous cell carcinoma,0.909206,0.889911,0.250367,0.584894,0.88199,0.303921,0.841638,0.71899,0.572015,0.852219,0.908134,0.871518,0.894706,0.340601,0.969546,0.90825,0.939959,0.04899,0.946541,0.776813,0.705396,0.734646,0.320568,0.212765,0.822681,0.777195,0.934884,0.774013,0.86254,0.549428,Primary Tumor
lung squamous cell carcinoma,0.899829,0.904415,0.446661,0.611919,0.916279,0.582956,0.929972,0.596961,0.519606,0.535983,0.949888,0.928152,0.8729,0.390356,0.978307,0.882363,0.737495,0.135314,0.957542,0.782931,0.770467,0.689466,0.520907,0.315862,0.757585,0.767568,0.949554,0.789742,0.909903,0.703102,Primary Tumor
lung squamous cell carcinoma,0.65741,0.721052,0.194582,0.606198,0.913946,0.375704,0.915772,0.386663,0.741623,0.933355,0.917111,0.423977,0.758365,0.781539,0.978765,0.915834,0.418269,0.23142,0.872707,0.393414,0.82551,0.484923,0.28114,0.166234,0.44837,0.71113,0.862231,0.835792,0.7809,0.800005,Primary Tumor
lung squamous cell carcinoma,0.825077,0.917205,0.700904,0.74131,0.888358,0.464873,0.930286,0.750763,0.6366,0.771443,0.889654,0.890805,0.904104,0.420726,0.982784,0.946778,0.938558,0.120833,0.904716,0.817683,0.747998,0.824997,0.489563,0.24653,0.801913,0.894135,0.866755,0.822194,0.871751,0.753774,Primary Tumor
lung squamous cell carcinoma,0.86025,0.904962,0.298219,0.539685,0.883386,0.526126,0.877035,0.534344,0.704444,0.888632,0.89803,0.903456,0.766588,0.716082,0.971799,0.850052,0.487973,0.222932,0.868662,0.543503,0.748541,0.650475,0.368918,0.226789,0.766431,0.769468,0.870528,0.744969,0.83024,0.677918,Primary Tumor
lung squamous cell carcinoma,0.367489,0.862094,0.331531,0.542869,0.922012,0.303873,0.842308,0.849732,0.542619,0.839193,0.849924,0.920571,0.916966,0.406596,0.97874,0.861368,0.845511,0.250171,0.858441,0.666937,0.663362,0.666672,0.301442,0.402617,0.844722,0.766197,0.828858,0.71106,0.857268,0.644103,Primary Tumor
lung squamous cell carcinoma,0.325466,0.931604,0.0811655,0.118996,0.198661,0.0766246,0.849771,0.537608,0.149977,0.407727,0.938254,0.927381,0.946698,0.144064,0.966099,0.959853,0.951307,0.840221,0.275733,0.737213,0.21866,0.564998,0.123059,0.513874,0.535342,0.0937118,0.861614,0.233529,0.892654,0.676737,Primary Tumor
lung squamous cell carcinoma,0.865742,0.875212,0.2778,0.494692,0.812473,0.404153,0.891553,0.567597,0.413717,0.894214,0.926425,0.872364,0.887227,0.527652,0.964597,0.938143,0.617953,0.36219,0.920918,0.639285,0.671996,0.586856,0.287568,0.272432,0.679541,0.579803,0.901447,0.703779,0.810952,0.39682,Primary Tumor
lung squamous cell carcinoma,0.872915,0.87384,0.179831,0.71499,0.906262,0.627075,0.928856,0.572579,0.773545,0.936917,0.892396,0.728985,0.941841,0.859511,0.976441,0.885964,0.375675,0.484957,0.896958,0.813397,0.79521,0.702179,0.172453,0.29825,0.645011,0.851449,0.924217,0.802464,0.882499,0.883538,Primary Tumor
lung squamous cell carcinoma,0.869583,0.896348,0.251843,0.625585,0.894768,0.624874,0.908072,0.467882,0.63978,0.865864,0.943128,0.864467,0.761799,0.525019,0.98184,0.914468,0.620029,0.228043,0.849546,0.780045,0.715294,0.694329,0.197962,0.21738,0.57517,0.743734,0.903726,0.631972,0.841666,0.617478,Primary Tumor
lung squamous cell carcinoma,0.930873,0.849849,0.146521,0.749897,0.913587,0.683721,0.921571,0.564715,0.810053,0.561382,0.904729,0.782029,0.851228,0.791663,0.97445,0.973133,0.433129,0.165574,0.939356,0.859539,0.850579,0.488763,0.22661,0.186922,0.574619,0.842919,0.908643,0.802159,0.941017,0.736237,Primary Tumor
lung squamous cell carcinoma,0.861261,0.840831,0.5915,0.170954,0.880618,0.337258,0.89733,0.635397,0.15279,0.862846,0.905806,0.914783,0.929035,0.462295,0.976605,0.925351,0.879299,0.314944,0.827621,0.916931,0.717264,0.443283,0.56038,0.190691,0.787285,0.459251,0.893558,0.728048,0.881989,0.0873907,Primary Tumor
lung squamous cell carcinoma,0.908832,0.91232,0.191671,0.738805,0.927502,0.658135,0.93866,0.533234,0.840224,0.911728,0.932894,0.924004,0.77346,0.767986,0.976054,0.818879,0.736922,0.510817,0.93339,0.727191,0.781108,0.789972,0.173456,0.197021,0.606474,0.93076,0.928764,0.772192,0.896278,0.768758,Primary Tumor
lung squamous cell carcinoma,0.644859,0.764981,0.911052,0.226466,0.555743,0.611974,0.90276,0.758417,0.477712,0.754972,0.91942,0.903973,0.887712,0.785752,0.970788,0.867397,0.649159,0.703531,0.565808,0.61201,0.348268,0.442249,0.215348,0.532971,0.700141,0.158662,0.926298,0.322118,0.718,0.227812,Primary Tumor
lung squamous cell carcinoma,0.892159,0.858537,0.192445,0.287737,0.826574,0.228534,0.916462,0.377737,0.432046,0.929175,0.918562,0.700824,0.859597,0.46353,0.973453,0.964264,0.485085,0.140773,0.787967,0.453343,0.743437,0.314006,0.196206,0.108612,0.538375,0.406219,0.902378,0.760022,0.890355,0.11125,Primary Tumor
lung squamous cell carcinoma,0.870483,0.692262,0.294573,0.652606,0.902001,0.676064,0.863119,0.617376,0.655078,0.910365,0.931907,0.913065,0.831725,0.646406,0.97123,0.811016,0.431264,0.360517,0.940047,0.864719,0.807471,0.681627,0.480463,0.275273,0.605176,0.896449,0.883244,0.825397,0.904527,0.739152,Primary Tumor
lung squamous cell carcinoma,0.894263,0.728251,0.106215,0.723834,0.905046,0.334686,0.894293,0.460113,0.830265,0.908457,0.89191,0.871804,0.926445,0.328432,0.981202,0.908695,0.790853,0.322927,0.871328,0.835286,0.764154,0.692225,0.180273,0.189011,0.440772,0.895109,0.905244,0.843389,0.868369,0.774127,Primary Tumor
lung squamous cell carcinoma,0.891667,0.928194,0.158255,0.373012,0.910566,0.750423,0.255904,0.568058,0.860305,0.870267,0.934423,0.88534,0.92615,0.717163,0.981776,0.987753,0.89737,0.0615503,0.936991,0.704292,0.889733,0.76765,0.0893161,0.0643857,0.279037,0.911158,0.87854,0.886287,0.932884,0.104678,Primary Tumor
lung squamous cell carcinoma,0.904361,0.894284,0.117906,0.785389,0.909863,0.375494,0.928821,0.446217,0.888084,0.904234,0.928836,0.652539,0.604208,0.792529,0.974052,0.91985,0.355692,0.211498,0.928208,0.687296,0.8266,0.572195,0.176601,0.148703,0.493563,0.928314,0.923413,0.862711,0.912409,0.907154,Primary Tumor
lung squamous cell carcinoma,0.619233,0.869586,0.193159,0.267239,0.856294,0.392579,0.900384,0.438462,0.645093,0.891737,0.907807,0.561588,0.84151,0.357671,0.973381,0.933814,0.465267,0.194323,0.71169,0.589545,0.714525,0.439976,0.265053,0.176202,0.494254,0.307485,0.632858,0.742547,0.827466,0.65262,Primary Tumor
lung squamous cell carcinoma,0.828723,0.817312,0.295277,0.461564,0.888582,0.374816,0.769742,0.832829,0.295691,0.842021,0.891122,0.903995,0.867362,0.828897,0.966979,0.903282,0.755148,0.47732,0.93103,0.802855,0.81825,0.719574,0.533305,0.307755,0.820585,0.812452,0.878292,0.827917,0.9138,0.28337,Primary Tumor
